28	89	19	33	79	95
47	88	21	90	38	98
21	64	7	46	12	75
78	99	9	87	77	22
66	72	85	1	40	64
3	98	36	74	84	7
90	94	52	51	37	52
13	93	86	98	8	73
76	93	24	51	82	40
78	38	12	1	27	5
70	53	65	75	7	70
50	99	67	94	23	3
55	40	25	32	45	58
40	71	56	6	73	58
71	75	73	8	47	59
78	49	47	47	58	62
3	78	46	95	13	78
28	6	63	79	100	24
1	72	48	29	65	44
54	49	55	54	32	47
17	68	16	85	40	69
24	43	13	87	53	12
54	70	24	66	71	24
83	2	85	42	69	71
1	49	63	16	45	93
92	100	78	51	73	77
38	96	73	88	41	32
55	50	33	73	61	33
44	99	77	68	89	62
75	43	29	76	69	7
23	19	82	18	81	21
28	100	65	11	85	88
14	30	67	86	15	64
42	31	34	60	8	35
49	16	43	88	94	61
12	1	38	42	83	26
27	81	14	60	91	75
17	84	12	63	11	69
9	52	2	87	66	88
6	11	97	57	39	81
60	17	78	28	59	26
28	29	98	29	57	4
38	62	72	29	23	98
99	2	30	21	24	56
14	97	82	76	15	26
24	23	4	98	54	38
66	87	98	41	19	72
14	100	29	52	79	58
64	23	65	28	48	37
22	97	75	72	96	61
40	13	73	21	4	74
86	1	23	95	69	6
31	55	79	67	2	57
38	96	48	85	51	25
54	60	77	85	29	65
84	17	63	58	78	49
99	28	18	43	22	57
23	80	97	4	89	42
34	92	6	23	30	55
84	67	96	4	94	10
65	70	25	48	57	23
17	46	13	92	95	17
5	30	6	47	34	15
90	31	6	74	64	67
58	44	95	87	48	96
38	10	2	26	34	75
17	94	29	82	73	56
67	90	71	53	15	7
59	75	90	81	10	78
67	47	42	8	90	84
36	64	74	77	46	98
69	65	11	100	42	64
42	37	60	23	17	22
15	37	36	10	29	84
75	45	24	69	84	99
19	24	4	54	32	61
82	95	83	83	68	96
70	38	79	80	75	25
99	14	9	88	76	43
47	92	85	18	1	47
27	18	66	26	21	7
25	27	51	57	10	36
77	18	20	35	15	44
54	75	19	92	43	60
19	24	48	92	58	90
4	100	47	16	21	98
5	93	71	15	4	89
32	36	40	20	46	75
18	32	28	95	44	31
71	85	93	38	45	78
26	3	11	68	71	76
52	78	12	97	74	65
98	63	87	3	61	100
82	21	67	4	38	73
3	90	28	50	17	95
84	25	83	53	89	13
80	89	36	14	21	68
52	9	75	35	40	44
17	22	48	44	8	51
37	45	55	68	92	81
96	4	100	91	63	78
82	28	16	52	55	25
55	1	6	6	85	29
97	52	8	82	60	69
42	29	5	51	71	94
9	89	67	23	64	80
85	34	53	72	81	50
52	60	13	41	34	22
52	73	45	80	24	96
59	91	91	81	73	28
89	95	91	83	94	49
37	43	30	9	89	74
43	47	5	72	68	44
64	50	44	80	61	38
66	35	75	17	55	87
99	66	85	71	89	81
34	8	95	26	99	60
52	30	80	36	52	43
10	13	54	40	18	37
2	36	12	69	42	19
18	73	85	34	84	50
54	8	97	72	98	81
15	80	62	13	95	60
31	41	89	70	13	98
17	45	19	87	2	50
52	48	44	29	56	95
3	85	62	25	94	57
58	57	62	5	39	56
59	49	94	58	74	84
47	84	80	17	20	72
21	53	58	19	55	86
66	48	25	7	89	60
31	27	88	82	87	26
54	2	15	52	81	92
66	42	29	24	46	60
81	57	100	39	57	13
81	63	71	98	50	81
49	43	27	53	16	7
13	59	11	65	8	19
62	23	32	68	57	59
21	26	5	18	21	53
10	97	90	68	78	98
35	80	77	76	13	3
73	59	84	54	41	95
25	21	38	56	64	68
29	63	3	78	83	74
9	68	97	71	42	55
26	33	76	94	50	95
19	56	75	34	98	42
99	79	89	64	72	18
57	19	80	56	2	87
13	94	16	77	20	84
51	5	11	51	79	52
67	47	1	6	81	92
41	54	45	77	44	27
5	82	27	72	24	72
14	62	81	74	47	41
21	6	42	2	32	98
59	8	81	7	8	33
42	97	78	13	51	73
66	80	41	81	57	91
84	48	31	43	60	42
58	43	1	85	62	35
18	82	30	98	11	50
52	93	20	84	69	91
13	53	59	31	41	97
57	64	96	46	61	88
100	86	36	68	2	15
59	6	4	8	7	45
59	51	6	88	49	28
38	100	49	36	25	42
24	30	51	9	69	93
51	6	66	92	11	76
97	80	92	19	49	65
61	3	75	55	21	12
30	3	53	59	78	98
2	84	41	16	18	6
88	4	38	83	86	14
18	21	77	56	50	54
30	8	13	55	84	29
99	28	9	60	34	63
68	47	87	77	28	39
11	92	84	46	31	85
85	7	56	16	15	25
32	59	59	15	1	73
45	20	73	35	19	89
68	94	70	94	55	74
84	33	88	24	96	6
72	41	43	42	17	40
15	7	55	82	46	51
86	50	36	65	70	79
22	92	51	14	48	75
52	12	27	34	94	64
9	54	77	53	26	81
81	12	85	97	18	13
30	47	15	24	90	88
43	4	56	95	99	61
28	23	36	71	76	91
44	64	62	99	44	93
40	8	100	37	30	55
31	96	91	30	42	61
66	34	64	80	69	68
15	11	91	8	28	69
56	52	16	1	3	56
44	86	37	94	70	77
14	55	57	22	91	35
34	44	61	77	53	92
75	82	70	92	15	66
84	3	29	97	63	21
40	86	53	61	68	66
56	82	73	65	89	23
28	6	41	79	85	29
7	48	24	88	80	2
69	41	35	25	33	88
50	79	53	75	72	88
92	79	42	24	6	79
54	76	44	83	15	75
95	23	98	98	32	4
31	62	32	70	48	56
22	79	4	80	76	1
30	98	34	62	25	69
18	3	70	32	16	89
3	26	37	5	86	82
14	24	18	42	97	44
62	67	47	96	88	41
25	66	33	14	45	27
19	49	73	17	5	65
28	54	19	43	29	80
78	4	10	80	82	41
98	74	58	17	27	2
14	37	55	94	74	13
43	100	57	68	71	36
35	62	21	5	77	24
53	74	34	67	37	48
29	93	14	53	75	45
41	30	90	95	65	52
20	43	50	96	57	19
18	75	5	16	15	27
13	84	37	11	71	58
31	4	72	11	51	47
2	2	98	6	3	80
36	26	78	53	5	42
31	37	74	40	29	82
26	62	62	27	22	32
14	68	26	39	53	72
22	48	38	83	42	72
29	63	23	13	40	86
41	17	35	38	78	6
72	95	72	98	60	90
100	74	50	16	84	98
62	74	56	86	42	5
15	64	26	58	78	84
18	57	83	38	1	2
16	45	82	49	4	17
69	24	13	65	92	71
15	17	48	26	67	25
39	78	74	43	94	56
25	62	27	40	88	84
88	18	52	70	4	61
58	27	32	71	48	3
5	86	4	20	25	24
41	92	92	24	31	20
34	67	25	18	42	30
51	10	82	20	97	76
21	81	81	99	66	7
96	43	23	45	22	84
76	86	80	78	34	17
48	31	72	32	74	67
48	45	29	86	12	55
90	45	47	44	14	92
6	26	99	52	7	73
83	30	80	4	35	4
97	73	59	43	60	62
76	16	49	45	21	33
86	67	38	8	72	2
91	51	72	49	23	1
25	44	37	48	87	45
71	19	61	10	94	66
20	54	41	4	45	55
73	33	5	58	38	83
41	77	97	62	25	76
28	3	55	78	19	77
71	76	6	57	100	84
75	66	52	3	18	11
79	37	73	96	66	29
4	82	62	64	24	18
1	51	11	76	3	38
25	62	24	77	2	88
13	95	12	71	47	11
59	88	67	88	65	83
90	38	90	84	65	66
34	90	35	36	57	44
52	99	54	44	57	17
56	11	62	88	22	61
96	19	18	42	25	29
73	52	95	31	23	78
81	69	82	50	8	3
10	16	9	49	98	9
16	52	29	53	52	69
4	98	58	6	6	28
75	59	70	2	95	11
14	95	25	41	54	6
80	94	61	32	96	45
26	50	51	33	38	95
36	30	74	75	76	94
32	34	67	8	42	86
50	14	51	71	6	57
50	70	49	20	39	13
89	15	78	71	32	8
64	60	94	5	94	10
33	26	37	4	91	5
37	57	16	47	97	34
31	80	48	32	94	64
28	9	34	61	94	76
14	81	100	86	49	99
86	11	22	93	81	88
17	49	61	4	98	64
36	90	19	39	79	68
10	9	52	23	20	2
83	21	5	56	92	14
63	83	1	66	99	55
64	4	20	38	2	79
70	28	19	54	75	45
4	11	96	83	64	29
47	10	82	80	42	71
62	16	45	9	15	43
19	93	14	76	59	30
69	69	24	97	65	67
28	46	100	31	62	79
94	97	33	84	44	91
64	76	85	5	96	88
19	95	3	5	42	27
81	51	38	90	66	69
7	45	67	47	20	4
44	4	55	84	72	93
47	72	53	9	32	83
40	98	67	11	30	58
64	79	89	29	32	85
86	30	73	57	65	6
27	19	24	97	21	91
12	66	72	69	41	46
10	33	57	55	100	16
14	100	53	96	87	82
49	3	37	34	49	36
25	74	89	21	72	41
51	82	80	50	7	70
30	4	4	11	47	9
52	32	56	29	60	24
12	24	30	50	91	100
46	50	8	99	6	29
57	41	34	11	13	100
51	30	100	1	28	52
41	43	50	8	71	93
68	2	25	31	26	46
84	78	97	49	45	96
4	56	63	80	27	52
77	15	23	14	64	56
61	62	55	56	74	3
18	21	38	85	81	1
39	33	67	98	74	26
87	51	83	72	1	15
19	53	81	87	34	22
42	26	26	53	73	23
1	17	12	95	12	21
17	61	74	63	30	95
16	1	65	17	13	64
71	12	89	53	65	21
70	95	34	76	21	62
40	58	96	63	88	93
31	26	85	100	69	10
50	13	34	39	37	10
9	88	30	92	29	21
96	38	41	71	93	79
3	88	93	56	37	63
100	33	55	92	32	89
69	55	5	31	47	81
6	25	49	56	6	73
14	98	91	5	40	24
71	42	95	71	99	18
70	55	81	61	28	82
89	1	10	31	87	54
29	84	6	99	49	20
60	39	74	25	63	34
89	12	91	17	71	43
32	69	44	41	87	78
75	2	80	24	45	90
94	49	53	61	66	7
21	73	7	5	54	82
12	40	42	36	18	14
29	98	80	24	60	54
1	75	2	86	16	85
31	32	87	47	75	24
70	67	25	10	14	40
91	93	72	49	12	64
29	2	9	72	46	6
66	83	83	89	7	92
99	2	35	73	34	75
86	39	10	72	62	42
75	40	66	9	56	84
16	69	89	38	59	31
83	97	89	18	80	23
19	85	88	7	75	43
78	79	38	37	7	75
5	20	57	12	28	64
88	73	53	16	3	87
49	3	51	48	37	65
33	69	52	29	34	14
1	80	90	52	53	75
60	68	23	36	93	24
66	10	68	75	87	5
49	33	89	35	67	4
61	73	11	46	93	44
51	91	17	45	31	67
95	80	44	53	66	91
8	37	46	69	78	93
83	98	70	2	8	56
60	43	90	87	73	24
71	43	97	98	90	37
3	15	17	6	34	3
79	60	92	70	45	44
84	37	22	99	4	56
29	2	39	51	61	64
43	12	20	1	45	52
36	73	75	40	33	63
64	86	70	37	43	45
37	60	27	86	74	20
62	41	28	51	10	42
60	26	18	48	93	1
38	57	9	1	99	69
100	8	2	33	59	82
97	56	95	53	57	53
21	24	26	19	29	47
69	16	62	38	23	73
62	91	37	37	28	13
15	67	44	57	30	94
10	4	67	70	84	22
14	56	17	94	55	75
50	29	87	67	16	44
85	30	37	22	63	64
89	20	51	36	96	78
49	68	23	29	81	31
6	84	51	69	97	63
2	1	90	59	39	53
61	96	29	24	54	4
3	17	81	29	53	92
85	86	53	79	58	40
50	94	66	84	4	76
33	83	39	18	50	78
68	94	49	9	19	37
98	98	30	23	20	44
79	21	35	2	63	79
4	41	52	46	76	22
80	5	5	51	6	46
15	44	60	52	64	53
100	44	59	23	3	35
90	3	91	1	62	31
78	90	34	68	5	11
96	73	57	32	81	34
37	10	77	35	37	21
91	79	75	82	57	66
81	18	84	68	77	49
67	31	45	31	95	68
30	66	60	10	10	58
46	92	1	7	13	71
28	42	55	3	78	81
96	62	73	12	13	13
81	68	8	90	44	10
61	18	66	6	25	82
97	65	98	80	36	27
45	78	30	3	74	30
24	67	99	26	20	78
50	32	47	88	10	39
86	100	58	21	33	37
67	13	23	85	1	81
68	21	66	31	67	90
6	46	61	8	25	1
31	69	64	54	60	83
25	43	27	98	52	59
45	100	34	79	85	58
1	38	32	7	49	93
16	21	40	68	27	5
40	82	87	63	2	7
36	18	35	86	56	93
83	72	79	84	92	36
78	38	18	48	85	12
74	15	72	73	8	19
74	47	100	71	80	45
81	8	30	66	24	12
33	27	27	21	58	77
3	84	38	60	25	12
48	26	83	49	32	41
68	12	60	100	21	24
47	15	14	2	40	75
90	84	96	9	2	35
38	99	19	45	83	20
16	56	89	78	8	25
29	47	48	63	79	11
85	41	15	95	1	27
25	1	86	87	10	55
18	86	96	18	4	59
71	87	58	26	44	29
55	83	7	33	8	35
55	61	58	70	91	52
93	64	73	72	26	97
21	84	19	9	60	37
50	77	59	51	6	39
29	26	56	63	62	55
73	82	26	30	87	67
9	97	82	62	55	22
71	87	9	21	79	29
95	39	32	55	70	91
53	98	61	68	20	18
83	23	51	39	72	6
56	92	14	84	65	20
95	49	92	97	94	58
69	79	44	36	1	20
29	46	22	85	10	20
47	87	73	1	16	15
41	78	25	27	44	7
88	24	88	74	10	27
28	31	36	68	27	63
38	30	15	32	78	64
1	87	48	72	82	62
96	41	72	12	66	69
91	8	17	2	43	68
68	70	91	56	74	21
16	36	100	72	99	7
20	86	82	23	62	38
82	47	19	99	6	13
54	38	46	72	35	42
57	50	44	3	99	1
65	88	26	50	97	28
9	57	29	99	5	29
50	36	5	39	50	77
29	39	88	48	68	98
45	12	77	40	50	10
4	31	94	14	97	78
28	9	4	84	57	86
36	61	48	23	14	59
98	56	28	38	88	3
36	64	50	94	3	1
46	69	73	97	87	11
92	10	1	86	15	40
37	97	24	4	49	90
38	64	68	71	76	43
57	15	6	31	86	61
58	22	58	85	71	55
1	32	19	5	2	17
5	61	5	69	72	20
43	32	73	60	70	71
58	84	70	88	19	33
69	2	11	28	4	28
85	37	67	36	22	38
86	62	82	11	28	6
44	46	59	96	24	84
60	53	9	29	87	36
81	97	31	71	59	64
65	34	26	42	87	29
49	78	11	14	60	64
18	15	67	44	4	73
62	26	79	33	38	89
77	46	52	15	48	64
38	90	25	18	37	47
70	90	26	40	83	31
67	2	22	95	99	56
62	51	81	16	30	90
58	3	100	74	36	36
63	54	87	26	94	56
59	59	13	34	26	87
31	7	93	44	65	50
77	79	57	92	43	88
4	58	52	47	63	35
9	23	100	33	47	85
14	12	46	88	45	10
93	30	25	15	83	35
91	47	42	36	82	88
16	31	60	9	71	43
26	48	32	97	95	53
72	87	10	15	99	78
78	6	14	61	45	80
78	84	58	49	70	54
82	32	32	40	98	16
5	75	39	7	84	72
15	13	98	68	74	79
69	74	65	60	59	19
26	95	26	30	64	80
93	97	48	21	90	39
100	16	10	84	23	45
23	49	40	34	89	96
26	17	75	53	100	15
93	60	36	9	35	80
9	57	87	2	90	54
3	76	39	64	52	4
75	29	26	64	77	82
50	52	82	37	43	5
8	35	91	47	60	44
40	9	71	97	75	15
28	72	63	62	16	65
99	12	79	19	100	73
35	64	37	77	22	46
63	47	60	32	62	99
68	65	33	67	23	78
97	72	44	62	60	85
93	57	10	32	6	87
4	57	79	16	38	50
9	71	5	35	67	89
57	34	47	57	41	75
11	93	70	69	81	21
96	36	76	22	48	70
48	20	7	11	66	43
47	67	48	48	79	8
35	53	54	99	18	15
18	87	93	83	95	92
93	92	33	8	28	4
17	54	38	40	26	11
32	66	21	57	21	66
25	72	36	50	37	97
87	85	13	48	20	38
44	22	97	70	77	99
44	20	94	10	24	60
10	35	94	20	13	80
56	81	83	23	63	12
24	10	79	7	19	9
88	5	47	81	54	50
1	72	24	94	4	68
35	3	65	26	15	55
52	43	39	37	100	42
9	10	86	41	9	81
75	25	97	15	36	81
85	62	46	57	14	12
26	26	44	88	23	65
93	70	30	77	15	54
47	14	95	7	15	3
51	19	100	32	34	84
18	33	19	21	62	89
91	18	63	35	71	59
39	64	29	95	63	48
70	33	48	61	89	73
39	51	72	97	30	63
59	70	44	23	9	7
48	82	71	8	90	79
100	54	57	60	35	50
15	91	90	10	77	56
66	82	60	65	66	34
41	67	33	87	37	1
75	30	4	88	71	78
59	81	92	95	49	15
38	69	47	56	39	27
4	36	27	16	41	72
65	67	87	63	37	45
51	54	97	8	20	98
71	69	71	96	89	100
41	70	31	63	62	78
9	23	50	90	21	54
44	85	79	89	27	80
33	59	98	68	23	83
30	71	86	9	56	37
22	96	5	43	94	78
72	75	30	2	58	71
6	26	55	31	7	51
90	89	37	59	34	2
48	90	86	65	54	52
92	67	48	58	31	91
42	76	27	85	33	80
10	52	8	81	65	75
31	41	93	44	80	85
36	45	74	48	12	71
9	43	33	23	32	55
70	2	85	38	43	70
47	18	6	47	41	33
3	81	36	21	40	41
50	88	39	9	66	97
100	51	72	74	79	50
43	47	76	50	73	3
57	59	82	85	85	16
20	27	85	54	5	6
60	77	3	95	76	50
63	9	64	4	39	2
25	17	75	95	80	13
54	45	57	99	53	44
58	95	62	15	18	33
19	13	23	70	11	51
94	53	50	19	85	97
41	77	8	42	12	15
35	85	59	18	89	41
93	31	17	83	14	19
92	4	17	62	66	27
35	54	11	8	100	78
45	73	58	34	95	72
90	83	86	81	49	65
87	43	64	1	37	43
62	92	53	19	80	52
38	43	26	89	99	87
63	46	74	67	57	16
59	18	9	10	14	76
40	36	78	53	71	82
96	98	31	29	85	22
88	33	94	43	91	55
49	80	90	94	30	25
86	90	63	56	70	27
25	20	95	70	17	77
26	83	28	50	9	79
86	12	76	86	90	37
91	99	30	73	69	10
85	86	58	6	68	63
81	69	46	49	68	92
28	65	76	34	99	41
60	18	58	71	21	41
51	44	82	30	37	68
45	7	43	47	70	94
78	11	94	26	51	59
14	1	59	64	61	46
45	7	79	86	42	6
29	6	44	37	4	45
65	68	94	5	96	59
88	22	53	31	1	84
47	74	50	52	9	96
70	39	82	64	27	82
49	81	82	57	46	37
57	44	77	35	95	90
67	51	99	46	70	84
26	10	99	49	60	16
34	81	84	65	60	84
38	84	45	84	61	52
17	93	77	49	82	75
45	87	57	91	5	51
80	41	18	58	90	3
43	66	6	91	74	15
41	54	26	15	23	48
93	47	77	79	74	5
11	44	52	89	63	5
47	92	91	1	12	20
70	48	48	63	69	56
36	62	36	54	74	25
66	22	79	72	16	74
27	28	7	45	31	83
14	88	48	5	75	94
92	42	92	87	34	93
3	14	38	49	37	13
80	84	23	47	13	30
91	91	80	84	51	96
37	88	66	55	54	10
82	74	68	21	5	50
80	79	23	31	43	79
19	92	78	36	93	75
87	23	38	76	11	38
35	32	83	33	66	79
83	97	29	46	85	61
44	8	70	79	58	48
80	93	87	56	57	66
17	3	5	78	64	99
16	68	62	22	16	91
79	9	64	68	61	11
72	22	81	83	96	96
10	26	15	50	95	63
17	6	15	49	89	35
19	80	99	47	19	65
71	32	59	60	83	30
2	23	59	33	72	86
13	47	37	8	72	15
22	52	36	99	3	7
74	98	6	100	11	55
90	62	74	81	19	57
25	54	5	38	99	92
25	60	85	67	6	39
82	7	98	8	15	26
58	41	26	51	19	29
60	4	48	13	93	70
27	68	5	15	14	68
61	7	6	77	32	26
93	65	79	52	68	2
79	38	6	43	31	43
14	3	67	69	91	1
7	83	51	46	53	3
4	85	8	3	63	14
92	57	29	10	66	12
37	50	54	59	8	53
86	88	19	30	88	78
30	42	8	54	14	29
10	50	14	49	26	20
32	77	71	87	93	57
96	56	95	52	28	65
35	29	62	39	72	72
3	46	72	2	11	58
66	65	40	75	21	90
42	56	44	64	48	9
37	56	52	39	32	60
38	93	45	95	23	45
71	88	67	84	76	36
46	93	68	57	90	47
47	2	82	46	40	64
84	93	55	93	33	35
90	61	82	13	82	88
70	61	70	74	2	64
78	63	76	59	36	80
57	53	32	99	33	87
99	40	33	59	97	49
44	12	76	67	19	69
11	39	31	95	43	32
29	25	95	93	100	60
89	30	46	64	20	33
22	5	62	95	59	7
53	84	99	12	56	99
2	51	84	11	60	45
93	28	57	15	47	71
32	51	57	6	51	82
20	79	13	22	70	13
25	97	71	45	53	60
23	38	30	78	74	36
59	23	65	12	58	16
86	51	90	26	92	65
53	97	4	81	21	63
85	81	50	62	22	57
10	88	30	72	88	76
39	59	2	91	40	32
27	50	98	88	81	22
34	92	92	46	50	16
20	38	17	72	7	62
22	38	9	74	8	9
94	77	9	87	100	19
24	19	88	79	58	91
31	5	48	29	39	41
46	64	27	48	27	10
63	16	19	89	58	85
98	23	18	42	90	17
41	84	70	71	70	88
68	64	25	3	43	55
61	17	48	92	92	80
